customer_name,phone_number,email,address,state,purchase_date,gold_type,gold_quality,gold_weight,price_per_gram,total_amount,discount_percentage,discount_amount,final_amount,payment_mode,notes
Saanvi Bassi,6561473360,eva31@example.com,"43/72, Jhaveri Ganj, Bijapur 882065",Kerala,2024-05-31,22K,Standard,789.525,5843.98,4613968.31,4.29,197939.24,4416029.07,Bank Transfer,
Tushar Talwar,6921817424,baiju05@example.com,"35/04, Setty Zila, Pimpri-Chinchwad 311204",West Bengal,2024-10-12,22K,Standard,887.698,6613.9,5871145.8,0.74,43446.48,5827699.32,Card,
Anahita Doctor,4153268231,vedikatalwar@example.org,"96/233, Banerjee Chowk, Bardhaman-919577",Delhi,2025-03-22,24K,Pure,50.112,5228.29,262000.07,2.61,6838.2,255161.87,UPI,
Prerak Sethi,05510694648,ritvik24@example.net,"H.No. 644, Kapadia, Hosur-659646",Delhi,2024-10-08,24K,Standard,592.701,6615.04,3920740.82,1.38,54106.22,3866634.6,UPI,
Urvi Kale,08750152378,siya52@example.net,"42, Sur Ganj, Satna-963831",Andhra Pradesh,2024-04-30,22K,Premium,157.233,5446.9,856432.43,0.9,7707.89,848724.54,Cash,Excepturi quia adipisci facere perspiciatis recusandae qui.
Khushi Goel,1653324201,kalaindranil@example.net,"79/711, Khurana Chowk, Kota 846877",Tamil Nadu,2023-12-29,24K,Standard,582.271,5090.35,2963963.18,2.92,86547.72,2877415.46,Card,
Trisha Kulkarni,3963164796,kaririaan@example.org,"891, Devi Zila, Alwar-261581",West Bengal,2023-12-06,22K,Premium,177.168,6743.82,1194789.1,1.18,14098.51,1180690.59,Card,
Inaaya  Mallick,8134976722,aarnaloke@example.org,"H.No. 093, Bhatia Path, Buxar-444205",Maharashtra,2023-11-28,24K,Pure,765.245,5592.96,4279984.68,2.57,109995.61,4169989.07,Card,Quia natus odit quam.
Dharmajan Sarma,+918677515781,amanichatterjee@example.net,"96/370, Bhakta Zila, Pimpri-Chinchwad 493772",Karnataka,2023-07-04,22K,Premium,150.152,5288.74,794114.89,1.7,13499.95,780614.94,Cash,
Madhav Maharaj,8993486540,xsaran@example.org,"H.No. 808, Jayaraman Road, Udupi-107626",West Bengal,2024-05-05,24K,Pure,374.715,6693.38,2508109.89,4.01,100575.21,2407534.68,UPI,
Shlok Vora,4364744369,manneneysa@example.org,"83, Sampath Street, Morbi-914393",Tamil Nadu,2024-08-07,24K,Pure,932.709,5167.32,4819605.87,5.0,240980.29,4578625.58,Bank Transfer,
Eva Jain,+918875973337,mannatbhatt@example.net,"H.No. 73, Swaminathan Zila, Muzaffarpur 071628",Tamil Nadu,2023-12-23,22K,Premium,978.659,5131.74,5022223.54,4.31,216457.83,4805765.71,Cash,Fuga soluta aliquam tenetur blanditiis.
Umang Walia,09790799355,zravel@example.net,"35/16, Mani Marg, Ambala-576425",Tamil Nadu,2023-06-25,18K,Standard,476.0,6793.85,3233872.6,4.62,149404.91,3084467.69,Card,
Jhanvi Zacharia,+911097403767,armaanagate@example.net,"H.No. 973, Khare Street, Ambattur-520655",Andhra Pradesh,2024-12-04,18K,Pure,711.966,6785.69,4831180.57,1.77,85511.9,4745668.67,Bank Transfer,Adipisci veritatis nobis sapiente qui aliquid maxime sint.
Romil Chaudry,+916969570914,kchadha@example.net,"H.No. 94, Bhavsar Marg, Mehsana 192610",Tamil Nadu,2024-08-29,18K,Standard,71.028,5491.98,390084.36,2.61,10181.2,379903.16,Card,
Anika Mallick,+916277723546,johalindrans@example.com,"843, Gera Circle, Pudukkottai-639197",Tamil Nadu,2025-03-06,22K,Pure,513.566,5670.59,2912222.22,2.1,61156.67,2851065.55,UPI,
Manikya Shukla,+916032173579,nitara02@example.com,"27/48, Biswas Street, Gulbarga 648252",Tamil Nadu,2024-12-15,24K,Standard,845.331,6722.14,5682433.33,0.8,45459.47,5636973.86,Card,
Badal Dixit,9586720349,siyachatterjee@example.com,"H.No. 44, Chada Marg, Uluberia 663309",Telangana,2023-06-17,22K,Standard,680.009,6408.39,4357762.88,1.84,80182.84,4277580.04,Bank Transfer,Quis vel nemo voluptates aperiam.
Vaibhav Gade,6960808661,vbalasubramanian@example.net,"H.No. 61, Gole Nagar, Kulti 109075",Delhi,2023-11-05,22K,Premium,132.215,5982.45,790969.63,1.89,14949.33,776020.3,Cash,
Biju Sant,+917294555197,vorajivika@example.org,"30/84, Iyer Ganj, Panvel 107212",Delhi,2024-11-16,18K,Premium,128.808,5339.57,687779.33,2.38,16369.15,671410.18,Cash,Quaerat illum porro ab.
Zoya Sarma,8495729061,pissac@example.com,"00/23, Sibal Path, Ludhiana-491305",Gujarat,2024-10-30,24K,Standard,225.049,6614.82,1488658.63,2.93,43617.7,1445040.93,Card,
Onkar Chakrabarti,+918884875810,lakshay92@example.com,"483, Mandal Marg, South Dumdum-825587",Tamil Nadu,2023-07-27,22K,Standard,734.319,6553.63,4812455.03,3.75,180467.06,4631987.97,Cash,Omnis porro labore neque repellat.
Lakshay Karan,05079454853,vlata@example.com,"55, Mall Street, Rajahmundry-537223",Maharashtra,2024-11-28,24K,Pure,105.098,5091.77,535134.84,4.79,25632.96,509501.88,Cash,Consequatur labore quasi.
Miraan Dixit,3272420931,qedwin@example.net,"33/91, Sangha Zila, Udaipur 972831",Tamil Nadu,2025-04-23,24K,Standard,516.816,6266.99,3238880.7,2.31,74818.14,3164062.56,UPI,Veritatis rerum reprehenderit enim.
Stuvan Kant,04804453413,vigaarna@example.net,"704, Shere Nagar, Kulti-885896",Andhra Pradesh,2023-10-06,18K,Pure,885.391,5848.21,5177952.5,0.4,20711.81,5157240.69,UPI,
Urvi Gola,0871983695,adiraraj@example.com,"H.No. 299, Tak Street, Buxar 888587",Delhi,2024-10-07,24K,Premium,125.338,5578.3,699172.97,4.79,33490.39,665682.58,UPI,Officiis iusto libero quibusdam.
Bhavin Shah,+914392645392,shettyshray@example.net,"H.No. 070, Sankar Ganj, Muzaffarpur 648594",Karnataka,2023-08-14,22K,Pure,524.448,5606.53,2940333.45,0.6,17642.0,2922691.45,UPI,
Nishith Ranganathan,1791098262,armaan37@example.net,"87, Bhagat, Warangal-533079",Gujarat,2023-07-31,24K,Premium,625.82,6997.02,4378875.06,0.13,5692.54,4373182.52,UPI,
Jivin Devi,07849921150,cchad@example.org,"27, Chopra Marg, Chandigarh-882159",Delhi,2024-11-21,18K,Pure,106.579,6047.9,644579.13,0.94,6059.04,638520.09,Bank Transfer,
Baiju Roy,+918178350166,xsaraf@example.net,"H.No. 62, Shetty, Phagwara 474445",Tamil Nadu,2023-07-23,22K,Standard,9.034,6839.14,61784.79,4.66,2879.17,58905.62,Card,
Shaan Singh,7469602156,shlok43@example.com,"31/40, Kapur Marg, Jalgaon 325410",Andhra Pradesh,2024-08-14,22K,Standard,856.533,5172.07,4430048.63,4.0,177201.95,4252846.68,Bank Transfer,
Aaryahi Bassi,08755752377,ryangara@example.org,"080, Gera Marg, Kochi-421628",Tamil Nadu,2024-06-28,18K,Standard,217.108,5100.35,1107326.79,0.36,3986.38,1103340.41,Cash,
Misha Deol,8126581506,psunder@example.com,"17/287, Doctor Street, Patiala 583718",Rajasthan,2025-03-20,24K,Standard,431.714,5346.68,2308236.61,2.22,51242.85,2256993.76,Bank Transfer,
Ranbir Ahuja,4044703348,crastogi@example.org,"98/12, Bera, Durg 952172",Telangana,2023-10-28,24K,Pure,427.215,5198.33,2220804.55,0.39,8661.14,2212143.41,Cash,
Kiaan Magar,+913784497249,dhalder@example.org,"H.No. 47, Hans Street, Davanagere 050782",Karnataka,2025-04-20,24K,Pure,591.862,5613.02,3322133.24,0.91,30231.41,3291901.83,Bank Transfer,
Nayantara Tella,6593389004,adah68@example.org,"H.No. 133, Thaman, Aligarh-376885",West Bengal,2023-07-24,18K,Premium,845.988,5925.73,5013096.47,2.55,127833.96,4885262.51,UPI,
Kiara Madan,+912679433245,odalal@example.com,"47, Seth Chowk, Varanasi 980506",Maharashtra,2025-01-26,18K,Standard,693.772,5283.74,3665710.87,3.13,114736.75,3550974.12,Card,
Jivin Karpe,+912670546281,aarush93@example.com,"28/65, Kale Circle, Kadapa-010093",Karnataka,2024-05-22,24K,Standard,653.546,5105.63,3336764.06,3.82,127464.39,3209299.67,Cash,Cum quaerat fuga repellendus.
Adah Kakar,09350593827,mverma@example.com,"09/211, Sheth Nagar, Jamshedpur 164122",Gujarat,2023-08-29,22K,Premium,844.799,5095.47,4304647.96,1.49,64139.25,4240508.71,Card,
Vidur Rastogi,+916485173425,bdhar@example.com,"21/77, Dhillon Circle, Durgapur 927587",Rajasthan,2023-12-03,22K,Premium,839.492,5465.73,4588436.61,0.5,22942.18,4565494.43,Bank Transfer,Eligendi rem dolorum incidunt soluta voluptate.
Hunar Majumdar,8150820094,jivinramesh@example.org,"47, Chad Road, Guntakal-709354",Maharashtra,2024-04-21,22K,Premium,255.106,5856.94,1494140.54,2.57,38399.41,1455741.13,UPI,
Elakshi Saini,05516101593,ewagle@example.com,"H.No. 38, Dani Street, Ujjain-515375",Delhi,2024-08-08,22K,Pure,257.43,6260.42,1611619.92,4.1,66076.42,1545543.5,UPI,
Rhea Dara,+914705751983,rmaster@example.net,"82, Johal Circle, Belgaum-693648",Maharashtra,2025-05-15,24K,Standard,636.933,6134.68,3907380.14,4.99,194978.27,3712401.87,UPI,Repellendus perspiciatis nam quisquam.
Arhaan Gandhi,09966909996,faiyaz86@example.com,"747, Raman Street, Sambalpur 833888",Rajasthan,2024-12-15,22K,Pure,768.624,5259.35,4042462.63,2.59,104699.78,3937762.85,Card,Exercitationem ipsum saepe adipisci fuga iusto unde.
Pari Hayer,09299801404,bandianahi@example.net,"H.No. 53, Choudhury Chowk, Nanded-750697",Delhi,2024-01-17,18K,Premium,957.325,6532.97,6254175.51,1.87,116953.08,6137222.43,Bank Transfer,
Keya Kashyap,+914698869974,tbuch@example.org,"050, Barad Road, Aligarh 833449",Maharashtra,2024-07-26,18K,Pure,797.965,5295.02,4225240.63,2.53,106898.59,4118342.04,UPI,
Kanav Choudhry,02699230797,zeeshanjohal@example.com,"17/84, Bumb Marg, Raurkela Industrial Township-190790",Tamil Nadu,2023-11-25,24K,Premium,351.589,6505.94,2287416.94,2.71,61989.0,2225427.94,Cash,Beatae ad neque quo expedita esse.
Bhamini Virk,9923600208,riaan39@example.org,"037, Dewan Ganj, Guna 447856",Rajasthan,2024-12-08,24K,Standard,744.239,5530.78,4116222.18,1.9,78208.22,4038013.96,UPI,Id voluptatem enim optio.
Piya Sura,+913390057254,shaanraman@example.net,"188, Sanghvi Ganj, Patiala 552398",Gujarat,2024-09-29,24K,Standard,583.047,6995.28,4078577.02,0.62,25287.18,4053289.84,UPI,Explicabo labore laboriosam ex sapiente.
Adah Deo,07911533017,waliaarush@example.net,"H.No. 944, Bhagat Circle, Shahjahanpur-644434",Telangana,2025-01-11,24K,Premium,46.027,5150.05,237041.35,1.54,3650.44,233390.91,Bank Transfer,Dignissimos pariatur eum qui odit distinctio dignissimos.
Neysa Date,08337760917,kibenirvi@example.org,"056, Bhatti Nagar, Raichur 822263",Maharashtra,2023-09-04,22K,Standard,674.175,5227.81,3524458.81,1.91,67317.16,3457141.65,Cash,
Anika Raja,+918832716065,lalhunar@example.net,"H.No. 084, Kade Circle, Jamalpur-210877",Gujarat,2025-04-02,24K,Standard,628.301,5796.23,3641777.11,4.29,156232.24,3485544.87,UPI,Cum ut voluptate deserunt in itaque.
Dishani Sura,1779494548,anika47@example.com,"22/84, Mangal Street, Dibrugarh 400659",Karnataka,2024-11-27,24K,Premium,829.055,5615.55,4655599.81,0.76,35382.56,4620217.25,Bank Transfer,Officia tempora perspiciatis commodi provident ullam.
Krish Kanda,0403328829,kkapur@example.com,"10/87, Dube, Tinsukia-177827",Andhra Pradesh,2023-06-12,22K,Pure,143.623,6099.93,876090.25,2.84,24880.96,851209.29,Card,Laborum aspernatur exercitationem debitis.
Lakshay Babu,5607771273,thakershanaya@example.org,"86, Krishnamurthy Street, Bikaner 946620",Andhra Pradesh,2023-09-30,22K,Premium,973.267,6681.43,6502815.33,3.57,232150.51,6270664.82,Bank Transfer,
Eva Reddy,+913865232746,iranganathan@example.com,"317, Sami Road, Kochi-745588",Maharashtra,2024-03-03,18K,Pure,6.122,6439.31,39421.46,0.89,350.85,39070.61,Bank Transfer,
Biju Bose,0343046089,bloyal@example.net,"H.No. 21, Bera Chowk, Guntur-466536",Delhi,2023-10-01,18K,Premium,655.481,6445.03,4224594.71,4.71,198978.41,4025616.3,Bank Transfer,
Tanya Madan,+910052676813,yasmin37@example.net,"92, Walia Chowk, Bhatpara 113501",Telangana,2024-07-21,22K,Pure,197.773,5106.81,1009989.13,3.93,39692.57,970296.56,UPI,
Manjari Babu,4571753883,salvividur@example.org,"12/191, Datta Road, Bhilai-270566",Delhi,2023-10-22,18K,Pure,36.023,6550.9,235983.07,3.45,8141.42,227841.65,UPI,
Yasmin Datta,09476797702,indransrajan@example.com,"026, Goda Circle, Chittoor 646494",Karnataka,2024-08-01,24K,Standard,823.717,6222.2,5125331.92,1.67,85593.04,5039738.88,Bank Transfer,Soluta fugiat laboriosam delectus.
Dhanuk Mahajan,08513262753,horaromil@example.net,"056, Goswami Chowk, Bellary 326426",Andhra Pradesh,2025-02-08,22K,Standard,876.789,6930.5,6076586.16,2.12,128823.63,5947762.53,Card,
Navya Bath,8408375711,rsanghvi@example.org,"H.No. 965, Sethi Path, Ratlam 316343",Tamil Nadu,2023-10-22,22K,Standard,558.677,5572.8,3113395.19,1.49,46389.59,3067005.6,Cash,
Shlok Kanda,08451000945,bchandran@example.org,"09, Lanka, Munger 892688",Kerala,2025-02-28,24K,Premium,831.751,6877.81,5720625.35,2.18,124709.63,5595915.72,Bank Transfer,
Myra Gulati,00639205661,ratimanne@example.com,"87/92, Dutt, Katihar-234500",Tamil Nadu,2025-04-14,22K,Premium,986.731,6101.0,6020045.83,0.56,33712.26,5986333.57,UPI,
Parinaaz Apte,09505875651,bainstejas@example.net,"03/708, Balan Road, Pudukkottai-052307",Telangana,2024-03-17,22K,Pure,285.436,5707.38,1629091.72,4.67,76078.58,1553013.14,Cash,Ducimus laborum architecto quibusdam exercitationem.
Dhruv Varma,+913917716969,deshpandeshalv@example.org,"H.No. 93, Raja Chowk, Adoni-476910",Kerala,2023-07-06,22K,Standard,867.439,5993.75,5199212.51,1.61,83707.32,5115505.19,Bank Transfer,
Jhanvi Mane,09147195809,reneedate@example.net,"05, Wali Zila, Nadiad-824808",West Bengal,2024-05-24,18K,Standard,391.509,6137.52,2402894.32,4.55,109331.69,2293562.63,UPI,Ratione neque veniam possimus saepe saepe natus quam.
Yuvraj  Dar,2751029152,nehmat96@example.net,"H.No. 64, Acharya Path, Bhagalpur-273947",Tamil Nadu,2025-02-10,24K,Pure,716.101,5320.32,3809886.47,2.06,78483.66,3731402.81,Bank Transfer,Quos voluptas amet quisquam officia illum autem consequatur.
Neysa Ramesh,08508345721,rati08@example.net,"H.No. 680, Rastogi Circle, Imphal 975545",West Bengal,2024-05-02,24K,Premium,545.211,5001.86,2727069.09,3.24,88357.04,2638712.05,Card,
Misha Bora,05026579143,hiranyohannan@example.org,"26/34, Chhabra Path, Kharagpur-193690",Rajasthan,2023-08-02,18K,Premium,276.949,6082.1,1684431.51,2.59,43626.78,1640804.73,UPI,
Kabir Lad,+913126242372,tarinideol@example.com,"184, Chatterjee, Madanapalle 659242",Tamil Nadu,2024-11-16,18K,Premium,225.219,5219.45,1175519.31,0.02,235.1,1175284.21,Bank Transfer,
Emir Bahri,3847600822,bordenayantara@example.org,"H.No. 89, Goel Path, Latur 545084",Andhra Pradesh,2023-09-08,24K,Pure,537.069,6803.79,3654104.69,2.41,88063.92,3566040.77,Bank Transfer,Praesentium repudiandae dolore debitis officiis aliquid.
Hazel Barad,+915412518760,raghav33@example.net,"051, Sur Ganj, Chinsurah-671335",Delhi,2023-12-23,18K,Pure,129.209,6456.23,834203.02,4.25,35453.63,798749.39,Bank Transfer,
Reyansh Chawla,+910461912835,taran78@example.com,"38, Kapadia Marg, Ulhasnagar 750179",Andhra Pradesh,2024-06-09,24K,Standard,322.724,5373.19,1734057.37,4.64,80460.26,1653597.11,Bank Transfer,Accusantium doloribus aspernatur ipsam eligendi laboriosam libero doloremque.
Devansh Raju,3245725592,chatterjeeparinaaz@example.com,"H.No. 66, Kale Street, Panipat-228939",Gujarat,2025-01-29,18K,Premium,182.82,5329.76,974386.72,0.51,4969.37,969417.35,Card,
Shalv Subramaniam,08767134625,piyagulati@example.com,"70, Chaudhry Marg, Bharatpur-763836",Rajasthan,2024-12-11,24K,Pure,717.989,5392.96,3872085.96,0.53,20522.06,3851563.9,Bank Transfer,
Shanaya Raju,8217837076,jwali@example.com,"H.No. 90, Chawla Nagar, Dindigul-667504",Kerala,2025-05-21,22K,Pure,832.645,5752.19,4789532.24,3.58,171465.25,4618066.99,UPI,Magni in odit id unde voluptatum rem.
Kismat Ramaswamy,1843120997,nakul17@example.net,"H.No. 64, Bhandari Street, Bellary-679885",Maharashtra,2025-04-14,18K,Pure,960.282,5525.15,5305702.09,1.43,75871.54,5229830.55,Cash,
Vanya Chad,00136813489,jbhavsar@example.org,"59/77, Loyal Circle, Begusarai-941104",Gujarat,2025-01-22,22K,Pure,271.392,5887.63,1597855.68,4.21,67269.72,1530585.96,Card,
Kanav Jaggi,3936169918,nishith72@example.org,"H.No. 16, Vora Ganj, Dharmavaram-381010",Tamil Nadu,2024-03-29,22K,Standard,55.085,5778.37,318301.51,4.41,14037.1,304264.41,Card,Eius eligendi nulla consequuntur eum.
Reyansh Dewan,5214771908,zmagar@example.org,"69/11, Bhatnagar Path, Firozabad 417365",Delhi,2023-07-04,22K,Premium,637.238,5982.21,3812091.54,3.77,143715.85,3668375.69,Card,
Saksham Viswanathan,+911046605390,ivanasant@example.net,"989, Dalal Path, Latur-337295",Telangana,2024-12-10,24K,Premium,298.171,5806.37,1731291.15,0.84,14542.85,1716748.3,Card,
Seher Zacharia,+914016786370,kotharinitya@example.com,"19, Kakar Marg, Katni-087438",Telangana,2025-05-19,18K,Pure,623.614,6550.87,4085214.24,3.38,138080.24,3947134.0,Cash,Quis numquam quidem.
Shamik Sandhu,07021853137,hdani@example.org,"24/82, Halder Zila, Akola 455396",Tamil Nadu,2024-03-24,24K,Premium,486.847,6750.15,3286290.28,3.55,116663.3,3169626.98,Bank Transfer,
Anvi Lala,5602747473,onkar01@example.net,"H.No. 15, Bawa Marg, Anand 770195",West Bengal,2024-11-24,18K,Pure,567.751,5081.9,2885253.81,2.71,78190.38,2807063.43,Card,
Vihaan Madan,6472834619,vgala@example.org,"11, Ratti Path, Shivpuri-307580",Kerala,2024-07-02,24K,Standard,570.247,5228.86,2981741.73,2.33,69474.58,2912267.15,Card,Itaque id recusandae illum unde aperiam.
Shlok Shere,0772827085,indrans00@example.org,"H.No. 271, Ramachandran Zila, Panchkula-123260",Karnataka,2023-11-25,18K,Premium,968.051,5434.58,5260950.6,1.93,101536.35,5159414.25,Card,Aliquam quo quasi fuga debitis ipsam.
Jivin Bhatt,05701135217,abhalla@example.net,"13, Singhal Marg, Phagwara-546020",Tamil Nadu,2025-03-24,22K,Pure,952.679,5011.56,4774407.97,0.14,6684.17,4767723.8,Card,Voluptatem excepturi sint molestiae ex placeat et.
Kanav Mani,+916209575048,qghose@example.net,"829, Apte Road, Bhalswa Jahangir Pur-492787",Karnataka,2023-09-10,22K,Premium,252.567,6829.37,1724873.49,4.84,83483.88,1641389.61,Cash,
Abram Sanghvi,06496658931,sachdevshray@example.com,"H.No. 14, Sodhi Road, Kakinada-065836",Andhra Pradesh,2023-06-12,18K,Pure,619.819,5298.18,3283912.63,1.28,42034.08,3241878.55,Bank Transfer,
Hridaan Barad,09884537260,ggulati@example.org,"H.No. 52, Atwal Road, Sangli-Miraj & Kupwad-518534",Delhi,2025-05-15,22K,Standard,566.718,5745.36,3255998.93,0.61,19861.59,3236137.34,Bank Transfer,
Alia Jaggi,7284493685,ishankar@example.com,"H.No. 862, Gola Path, Darbhanga-504713",Rajasthan,2023-08-04,18K,Pure,531.935,5784.51,3076983.33,4.84,148925.99,2928057.34,Bank Transfer,
Nitya Lad,1736533852,hkara@example.net,"66/87, Soni Road, Jamalpur 629085",Gujarat,2025-05-11,18K,Premium,147.452,5976.42,881235.08,0.33,2908.08,878327.0,Cash,
Vivaan Wali,+917777432669,brajagopalan@example.org,"H.No. 073, Varma Road, Purnia 885765",Gujarat,2024-04-19,18K,Pure,741.585,5514.82,4089707.79,3.83,156635.81,3933071.98,Cash,Nam tempore dolorem ducimus voluptate voluptatem.
Rati Gopal,+916411309031,sacharritvik@example.net,"78, Kala, Hospet-789394",Karnataka,2024-02-19,22K,Standard,627.62,5208.21,3268776.76,0.27,8825.7,3259951.06,Cash,Inventore aperiam itaque occaecati in animi eligendi.
Divit Raman,03615960357,obandi@example.com,"H.No. 023, Upadhyay Path, Yamunanagar-351129",Gujarat,2025-02-08,18K,Premium,905.891,5707.0,5169919.94,1.6,82718.72,5087201.22,Bank Transfer,Recusandae distinctio excepturi vero sint ducimus commodi illo.
Azad Wali,8192118432,dhardhruv@example.com,"H.No. 254, Sura Nagar, Dehri 270371",West Bengal,2023-08-03,24K,Premium,108.307,5271.44,570933.85,5.0,28546.69,542387.16,Cash,
Stuvan Saxena,+913167143335,navya42@example.org,"84, Brahmbhatt Chowk, Tiruvottiyur-263426",West Bengal,2023-07-17,22K,Standard,837.875,6338.28,5310686.35,1.89,100371.97,5210314.38,Cash,Omnis harum cum velit ducimus quae rerum.
Dharmajan Kurian,08310004070,walihrishita@example.org,"26, Bhardwaj Marg, Hindupur 881419",Delhi,2024-07-06,18K,Premium,895.01,5003.52,4478200.44,4.43,198384.28,4279816.16,Card,
Badal Sampath,+914834460340,jivika04@example.com,"H.No. 008, Ray Ganj, Etawah-860392",Tamil Nadu,2023-08-05,24K,Standard,432.423,5127.35,2217184.07,4.78,105981.4,2111202.67,UPI,Excepturi voluptatum quia enim delectus perspiciatis est.
Parinaaz Issac,+916442610827,regenirvi@example.org,"398, Babu Path, Ahmedabad 891146",Andhra Pradesh,2024-09-02,24K,Premium,68.754,6506.66,447358.9,2.89,12928.67,434430.23,UPI,
Purab Chaudhary,00012330748,bdar@example.org,"53, Singhal Nagar, Junagadh-508605",Kerala,2024-11-11,22K,Pure,49.654,5925.84,294241.66,0.56,1647.75,292593.91,UPI,
Keya Grover,06979915909,bkakar@example.org,"H.No. 497, Bhat Street, Sangli-Miraj & Kupwad 696054",Tamil Nadu,2024-01-05,22K,Pure,914.538,5529.65,5057075.05,4.59,232119.74,4824955.31,UPI,Soluta odio quis laboriosam.
Kabir Dhawan,2083930184,pranay71@example.com,"H.No. 90, Raval Circle, Mango 312142",Telangana,2024-02-14,18K,Standard,249.579,6531.44,1630110.26,2.97,48414.27,1581695.99,Bank Transfer,Rem eveniet quisquam dignissimos perspiciatis.
Vritika Sachar,07189844804,mandnayantara@example.net,"H.No. 55, Kohli Ganj, Surendranagar Dudhrej-285987",Rajasthan,2023-10-10,22K,Premium,658.364,6642.5,4373182.87,3.88,169679.5,4203503.37,Bank Transfer,
Mohanlal Kaul,+918293235417,lakshay53@example.net,"77/63, Dar Zila, Junagadh-219863",Maharashtra,2023-08-20,24K,Premium,782.501,6090.18,4765571.94,2.55,121522.08,4644049.86,Cash,
Jayan Sehgal,03710051270,manjaribhasin@example.net,"33, Sarna Road, Malegaon-102743",Delhi,2024-09-01,22K,Pure,729.978,6149.38,4488912.11,2.86,128382.89,4360529.22,Card,Alias ducimus natus soluta vel.
